"area","location","count"
"兴宾区","古道休闲吧","1"
"鼓楼区","上下店路","1"
"麻章区","玉湛高速","1"
"寿宁县","寿宁收费站(G4012溧宁高速入口)","1"
"舞阳县","G36宁洛高速","1"
"前郭尔罗斯蒙古族自治县","松原西收费站(G12珲乌高速入口)","1"
"鹤城区","长沙银行(怀化分行)","1"
"平城区","大同收费站(G55二广高速出口)","1"
"隆阳区","赛格隧道","1"
"瑶海区","铜陵路街道办事处","1"
"历下区","银座旅游文化东路恒大帝景店","1"
"紫金县","G35济广高速","1"
"抚宁区","秦皇岛西收费站(G0111秦滨高速出口)","1"
"肇东市","G10绥满高速","1"
"铜鼓县","铜鼓隧道","1"
"兰考县","G30连霍高速","1"
"钟祥市","G55二广高速","1"
"新密市","商登高速桥","1"
"临河区","陕坝停车区(建设中)","1"
"松桃苗族自治县","G56杭瑞高速","1"
"黔江区","中村电器","1"
"襄州区","G70福银高速","1"
"双辽市","双辽南收费站(G25长深高速出口)","1"
"三河市","G0121京秦高速","1"
"嘉陵区","G42沪蓉高速","1"
"吴江区","G50沪渝高速","1"
"沂源县","沂源东收费站(G22青兰高速出口)","1"
"长沙县","干杉收费站(S42江干高速出口)","1"
"越城区","鉴湖服务区","1"
"侯马市","东高村4区","1"
"宁乡市","G0421许广高速","1"
"宁陕县","G5京昆高速","1"
"宜章县","S31宜连高速","1"
"清镇市","清镇收费站(G60沪昆高速出口)","1"
"恩阳区","S1成万高速","1"
"黄陂区","日月山水","1"
"永定区","张家界收费站(G5513长张高速出口)","1"
"敦化市","敦化收费站(G12珲乌高速出口)","1"
"沛县","沛县安国中学","1"
"上栗县","昌栗高速","1"
"双滦区","G25长深高速","1"
"赫章县","S20毕威高速","1"
"汪清县","S11牡延高速","1"
"金安区","G40沪陕高速","1"
"浏阳市","浏阳西收费站(S19浏洪高速出口)","1"
"玉屏侗族自治县","S15铜大高速","1"
"晋江市","晋江南收费站(S58晋长高速入口)","1"
"临海市","东山陈村办公楼","1"
"霍山县","G35济广高速","1"
"临武县","G0421许广高速","1"
"平和县","城中村委会","1"
"青山湖区","桐子李村","1"
"泽州县","天井关隧道","1"
"芮城县","芮城服务区与G59呼北高速交叉口","1"
"衡东县","新塘收费站(G4京港澳高速出口)","1"
"惠城区","S23惠大高速","1"
"宜章县","G4京港澳高速","1"
"榆阳区","古城滩收费站(G6521榆蓝高速出口)","1"
"龙门县","S14汕湛高速","1"
"历城区","济南郭店立交","1"
"屯昌县","坡心互通","1"
"乐昌市","中山坑","1"
"芙蓉区","东二环(地铁站)","1"
"青原区","文陂收费站(S61吉安绕城高速入口)","1"
"洪山区","青菱湖","1"
"襄州区","梁文海汽车维修部","1"
"兴宾区","G72泉南高速","1"
"裕华区","河北慧耕生态农场","1"
"岳西县","G4221沪武高速","1"
"盐池县","G20青银高速","1"
"灞桥区","G5京昆高速","1"
"垫江县","G42沪蓉高速","1"
"环翠区","威海收费站(G18荣乌高速西南向)","1"
"朝阳区","S11京承高速入口(京承高速方向)","1"
"桃源县","G56杭瑞高速","1"
"西充县","仁和收费站(S32西绵高速出口)","1"
"莲都区","田里隧道群2号","1"
"延吉市","延吉西收费站(S12延龙高速入口)","1"
"正定县","G5京昆高速","1"
"岳塘区","G60沪昆高速入口(娄底方向)","1"
"新郑市","S88郑栾高速","1"
"余姚市","兰海(公交站)","1"
"清城区","清远西收费站(G0421许广高速出口)","1"
"榕城区","北门市场(北环城路)","1"
"原阳县","G4京港澳高速入口(郑州方向)","1"
"郸城县","商丘奥林水泥(南丰直销处)","1"
"南陵县","南陵家发服务区餐厅","1"
"阳新县","G45大广高速与G45大广高速入口交叉口","1"
"通榆县","G1015铁科高速","1"
"漳平市","漳平南收费站(S30永漳高速出口)","1"
"桐乡市","S12申嘉湖高速","1"
"鄂城区","G50沪渝高速","1"
"武进区","淹城服务区","1"
"达川区","达川区百节镇工会","1"
"沅江市","沅江南收费站(S71华常高速入口)","1"
"茌平区","枣乡街与民生路交叉口","1"
"阳山县","G0421许广高速","1"
"安吉县","S12申嘉湖高速","1"
"高要区","金利燃气","1"
"土默特左旗","毕克齐镇人民政府","1"
"云县","云县西收费站(G5615天猴高速出口云县方向)","1"
"武侯区","山东高速大厦","1"
"五华县","棉洋服务区","1"
"肥西县","合安高速改扩建项目办","1"
"东阳市","东阳收费站(G1512甬金高速入口)","1"
"观山湖区","贵阳西收费站(G60沪昆高速出口)","1"
"文昌市","G9812海琼高速","1"
"大名县","大广高速魏县连接线与G45大广高速入口交叉口","1"
"衡东县","S80衡邵高速","1"
"乳山市","乳山东立交","1"
"望城区","油子塘大桥","1"
"郫都区","蜀源大道","1"
"桐城市","龙城隧道","1"
"香坊区","红旗村村委会","1"
"青秀区","屯里大桥","1"
"长安区","北五女(公交站)","1"
"路桥区","内环路","1"
"晋江市","G15沈海高速","1"
"阿拉善左旗","G7京新高速入口(哈密方向)","1"
"宣州区","芜宣枢纽与G50沪渝高速交叉口","1"
"瓯海区","104国道","1"
"江宁区","S55宁宣高速","1"
"黄陂区","G42沪蓉高速","1"
"博山区","博山互通立交","1"
"潜山市","王河服务区（沪渝高速上海方向）","1"
"习水县","东山","1"
"安宁市","G56杭瑞高速","1"
"望城区","绕城高速(公交站)","1"
"无棣县","无棣收费站(G18荣乌高速入口)","1"
"卢龙县","G1京哈高速","1"
"夏邑县","G30连霍高速","1"
"长丰县","双墩收费站(G40沪陕高速出口)","1"
"黄州区","G45大广高速","1"
"龙川县","黄石街","1"
"南明区","永乐花海","1"
"新兴县","S14汕湛高速","1"
"宣威市","宣威复兴收费站(S11威砚高速出口西南向)","1"
"麒麟区","茨营收费站(S11威砚高速出口)","1"
"确山县","G4京港澳高速","1"
"罗平县","罗平北收费站(G78汕昆高速出口)","1"
"定远县","S12滁新高速","1"
"弋江区","巢黄高速与巢黄高速入口交叉口","1"
"沁水县","玉溪村民委员会","1"
"金湾区","珠海大道","1"
"繁昌区","巢黄高速","1"
"信都区","清家沟服务区","1"
"龙圩区","梧州南高速路口(公交站)","1"
"灯塔市","二台子乔四诊所","1"
"利川市","利川收费站(G50沪渝高速出口)","1"
"越城区","绍兴收费站(G92杭州湾环线高速出口)","1"
"滨城区","滨州东收费站(G2516东吕高速出口)","1"
"靖宇县","G11鹤大高速","1"
"勉县","分水岭隧道","1"
"安岳县","安岳服务区驿路香自选式快餐","1"
"荔波县","朝阳镇人民政府","1"
"晴隆县","晴隆服务区","1"
"金堂县","成环路与S2成巴高速入口交叉口","1"
"沙河市","S75太行山高速","1"
"浦口区","宁合高速","1"
"西山区","明朗收费站(G5601昆明绕城高速出口)","1"
"和林格尔县","盛乐镇(公喇嘛)(公交站)","1"
"惠安县","互通区主线2号桥","1"
"东平县","东平收费站(G35济广高速入口)","1"
"江北区","慈城出口(G15沈海高速北向)","1"
"安吉县","安吉北收费站(S14杭长宜高速出口)","1"
"潞城区","史回收费站(青兰线东向)","1"
"西乡塘区","南宁安吉客运站","1"
"南谯区","滁淮高速","1"
"汤阴县","G4京港澳高速","1"
"环翠区","G18荣乌高速入口(文登方向)","1"
"务川仡佬族苗族自治县","务川收费站(S10德习高速入口正务高速方向)","1"
"南漳县","南漳服务区","1"
"黄岛区","跨胶州湾高速大桥","1"
"鹿泉区","西柏坡高速","1"
"莲都区","丽水北收费站(G25长深高速出口)","1"
"溧水区","宁杭高速","1"
"秦安县","秦安互通立交","1"
"修武县","云台山","1"
"洪山区","铁机路(地铁站)","1"
"遂昌县","遂昌县人民法院共享法庭(定溪村)","1"
"长沙县","长沙县黄花镇人民政府","1"
"江夏区","军运村","1"
"历城区","郭店庚辰钢铁宿舍","1"
"五峰土家族自治县","五峰山","1"
"迎泽区","水西关南街","1"
"岳塘区","万达广场(湘潭高新店)","1"
"罗湖区","广东梧桐山风景名胜区","1"
"港北区","阳光城","1"
"渝北区","古路","1"
"衢江区","衢州市衢江区湖南镇破石村民委员会","1"
"龙岗区","辅城坳小学","1"
"西湖区","九洲大街与抚生南路交叉口","1"
"广阳区","广阳道与新华路交叉口","1"
"卓资县","住建局","1"
"太和县","邢庄桥","1"
"钟楼区","荆川公园","1"
"岱岳区","晶华路","1"
"埇桥区","路桥小区(中兴路)","1"
"临安区","清凉峰国家级自然保护区(不对外开放)(暂停开放)","1"
"吴江区","吴江太湖新城","1"
"竹山县","竹山县竹坪乡人民政府","1"
"邵东市","迎宾路","1"
"秀峰区","中山中路","1"
"南岗区","儿童公园","1"
"金凤区","宝湖国家湿地公园","1"
"郫都区","红光大道","1"
"郫都区","泰山大道","1"
"郫都区","天宇路","1"
"历下区","山大南路","1"
"雨花台区","机场路","1"
"南岸区","四公里(地铁站)","1"
"灵璧县","张集村综治中心","1"
"固始县","夏集子(公交站)","1"
"资兴市","资兴市唐洞街道办事处","1"
"丛台区","中柳林警务站","1"
"点军区","桥边镇人民政府","1"
"佳县","大清路","1"
"泾阳县","沣泾大道","1"
"尖草坪区","金虎便利(101电车总站店)","1"
"保康县","马良镇人民政府","1"
"临江市","三合城村委会","1"
"漳平市","下林村村委会","1"
"昌宁县","湾甸派出所","1"
"环翠区","威海里口山风景名胜区","1"
"郫都区","新团路","1"
"历下区","奥体中路与轻风路交叉口","1"
"昌吉市","中山北路","1"
"辰溪县","体育中心","1"
"郫都区","安德街道办事处","1"
"郫都区","成都市郫都区德源街道禹庙村村民委员会","1"
"永安市","增田村(公交站)","1"
"西岗区","大连森林动物园","1"
"浦口区","南京北站(地铁站)","1"
"鹿邑县","赵庄村","1"
"梅江区","梅州站","1"
"通海县","纳古派出所","1"
"眉县","太白路","1"
"泾县","宣城市泾县榔桥宾馆","1"
"蓝田县","终南山悟真风景区","1"
"镜湖区","弋矶山","1"
"阎良区","科研巷","1"
"宁化县","牙梳山","1"
"贺兰县","洪广镇人民政府","1"
"长阳土家族自治县","贺家坪村委会","1"
"高港区","白马镇人民政府","1"
"新城区","胜利油田胶管大全","1"
"嘉定区","城隍庙小吃","1"
"洛南县","针织布匹","1"
"播州区","苏山村村民委员会","1"
"长清区","五峰派出所","1"
"荔城区","九华山","1"
"中山区","景山住宅小区","1"
"曾都区","齐星花园","1"
"木垒哈萨克自治县","老君庙水库","1"
"泽普县","石油路","1"
"凤台县","夏集镇人民政府","1"
"广德市","长安欧尚汽车(广德欧宇)","1"
"文峰区","兴泰路","1"
"硚口区","知音桥","1"
"光山县","司马光东路","1"
"灵寿县","王母观","1"
"崇义县","麟潭乡人民政府","1"
"龙海区","漳州台商投资区","1"
"灵川县","桂林古镇江璟酒店(漓江景区大圩古镇店)地面停车点(出入口)","1"
"姑苏区","虎丘山风景区","1"
"秦淮区","古玩(夫子庙步行街店)","1"
"黄岛区","海南路","1"
"肇州县","大庆路","1"
"曲阜市","孔府孔庙停车场(出入口)","1"
"南岸区","海棠溪(地铁站)","1"
"双流区","珠江路(地铁站)","1"
"丛台区","志新酷车","1"
"玉环市","新大街","1"
"沙坪坝区","小龙坎(地铁站)","1"
"金水区","紫荆山(地铁站)","1"
"张湾区","牛头山国家森林公园","1"
"长白朝鲜族自治县","长白镇人民政府","1"
"蜀山区","望江路","1"
"肥东县","红石咀公园","1"
"惠民县","归化村村委会","1"
"南宫市","长安(南宫恒骏店)","1"
"宝山区","七星派出所","1"
"虹口区","四川北路(地铁站)","1"
"浏阳市","金桥村谭新明卫生室","1"
"桐庐县","西坞岗","1"
"绵竹市","九龙镇人民政府","1"
"兴宾区","缤纷江南","1"
"赛罕区","内蒙古自治区人民医院","1"
"卧龙区","中国工商银行(南阳仲景路支行)","1"
"呼兰区","康金街道兰阳村退役军人服务站","1"
"上林县","桂林银行(白圩镇石塘村农村普惠金融综合服务点)","1"
"黄浦区","龙门邨","1"
"迎泽区","劲松北路","1"
"金东区","光南路与环城东路交叉口","1"
"怀柔区","箭扣长城","1"
"尖草坪区","小东流(公交站)","1"
"临安区","朱穴村村民委员会","1"
"湘潭县","大鹏西路","1"
"中山区","大连老街","1"
"蒲城县","罕井镇人民政府","1"
"睢阳区","商丘古城","1"
"徐汇区","上海市徐汇中学","1"
"阿克陶县","慕士塔格峰","1"
"南海区","江边村东社(公交站)","1"
"长安区","飞天路","1"
"石台县","仙寓山风景区","1"
"蕉城区","环城路","1"
"丰台区","北京市丰台区太平桥东里幼儿园","1"
"怀集县","洽水镇中心小学旺洞教学点","1"
"颍上县","古城镇人民政府","1"
"烈山区","烈山","1"
"宣州区","沿河村村民委员会","1"
"桂平市","皮塘水库","1"
"安阳县","大众煤业","1"
"西乡塘区","南宁街","1"
"宝塔区","延安机务段","1"
"临泉县","关庙村公益电影放映点","1"
"西湖区","杭州天目山医院","1"
"柳北区","长风路","1"
"江宁区","长江路","1"
"莱芜区","羊里派出所","1"
"海安市","如家酒店(海安中坝南路店)","1"
"吴中区","舟山路","1"
"孝南区","毛陈镇(公交站)","1"
"固镇县","后马村村民委员会","1"
"开州区","路景苑","1"
"淳安县","龙山","1"
"洛龙区","正太商贸有限公司","1"
"文峰区","头道街与文峰北街交叉口","1"
"松江区","正泰电气股份有限公司","1"
"启东市","启东经济开发区","1"
"余杭区","余杭街道社区卫生服务中心","1"
"建邺区","南通(南京国际博览中心)","1"
"乐陵市","杨安镇人民政府","1"
"田家庵区","国庆路(公交站)","1"
"萧县","交通路","1"
"肥西县","丰乐街道(公交站)","1"
"弋江区","三山·时代广场","1"
"永川区","胜利路","1"
"曲阜市","曲阜东站(西出站口)","1"
"肥西县","紫蓬镇人民政府","1"
"永城市","淮海大道","1"
"岳麓区","四水厂(公交站)","1"
"五峰土家族自治县","白溢坪村村民委员会","1"
"内乡县","赵沟","1"
"沁阳市","工业路","1"
"巧家县","新店镇政府","1"
"红谷滩区","乐豆家(南昌世贸店)","1"
"义安区","铜陵中学","1"
"保康县","马桥镇人民政府","1"
"从化区","五指山","1"
"黄岛区","珠海街道办事处社会治理指挥中心","1"
"奉贤区","新寺社区卫生服务中心","1"
"龙华区","海口市龙华小学","1"
"城关区","布达拉宫","1"
"磐安县","螺山路","1"
"吴兴区","仁皇山景区","1"
"永嘉县","茗岙梯田","1"
"天河区","火炉山森林公园","1"
"平陆县","山西平陆中学","1"
"西区","西佛寺","1"
"柳南区","永前路四区","1"
"江宁区","淳化","1"
"永康市","金胜山健康主题公园","1"
"卫东区","平顶山","1"
"江宁区","手工烘焙","1"
"南海区","维也纳国际酒店(西樵山景区店)","1"
"肥东县","定光社区","1"
"蒲城县","山前洼村卫生室","1"
"越西县","瑞香村村民委员会","1"
"含山县","马鞍山惠农金融服务室","1"
"罗田县","汤河","1"
"江宁区","喜马拉雅瑜伽","1"
"北川羌族自治县","开茂村村民委员会","1"
"芦淞区","株洲市冬季游泳运动协会","1"
"桓台县","宫夏路","1"
"五原县","天雷赛鸽","1"
"海棠区","国家海岸·保利财富中心","1"
"鸠江区","二坝镇人民政府","1"
"历下区","佛山街","1"
"平鲁区","紫晨商务酒店","1"
"路桥区","金华村委会","1"
"历城区","黄台电厂第五宿舍区","1"
"越秀区","中信东方广场","1"
"沙市区","安良百货","1"
"海城市","三里(公交站)","1"
"龙岗区","赛格电子市场(龙岗路)","1"
"杨浦区","星巴克(上海新联地带店)","1"
"揭西县","大港路","1"
"番禺区","广州市番禺区人民政府","1"
"城关区","拉萨圣地天堂洲际大饭店","1"
"江夏区","湖泗老街","1"
"江津区","江津大悦城","1"
"新都区","七一村卫生站","1"
"大东区","大悦城skg(韶音专卖店)","1"
"江北区","龙湖重庆北城天街","1"
"徐汇区","西岸艺术中心","1"
"江汉区","武商MALL","1"
"思明区","达人公社(达意商业城店)","1"
"未央区","人人乐超市(汉神购物广场店)","1"
"长宁区","上海高岛屋百货","1"
"和平区","伊势丹百货(现代城店)","1"
"未央区","人人乐(凤城五路店)","1"
"吴中区","苏州中心商场南区","1"
"南岗区","红博中央公园","1"
"葵青区","葵涌广场","1"
"东湖区","公园村卫生所","1"
"浦东新区","上海市浦东新区金桥镇人民政府","1"
"罗湖区","地王大厦","1"
"长宁区","金虹桥商业广场","1"
"天宁区","工人文化宫","1"
"朝阳区","国贸商城(西区)","1"
"历城区","洪家楼","1"
"平阴县","振兴街","1"
"天河区","时光里美食广场","1"
"锦江区","成都九龙广场","1"
"江北区","六指烧烤","1"
"浦东新区","陆家嘴中心","1"
"大兴区","西红门","1"
"天心区","太平街","1"
"湖滨区","大中海步行街","1"
"龙湾区","大罗山-瑶溪","1"
"张家港市","亨通广场","1"
"浏阳市","东润·万象城","1"
"曾都区","大润发(随州店)","1"
"嘉祥县","乐民商厦","1"
"莲池区","未来石","1"
"上城区","延安路与解放路交叉口","1"
"固始县","西亚生活广场(蓼北路)","1"
"仁寿县","金钟村村民委员会","1"
"市北区","青岛凯德MALL","1"
"江宁区","景枫中心","1"
"栖霞区","HappyMart(南京城北万象汇店)(装修中)","1"
"浦东新区","前滩太古里","1"
"登封市","洁美万家","1"
"东城区","崇文门(地铁站)","1"
"金牛区","居然之家(金牛店)","1"
"建邺区","南京奥林匹克体育中心","1"
"福田区","卓悦中心东区","1"
"江北区","金源时代购物中心(北滨一路)","1"
"越秀区","中华广场","1"
"金水区","肯德基(正道中环百货店)","1"
"白云区","江山酒家(万达广场店)","1"
"岳麓区","梅溪湖公园","1"
"福田区","卓悦中心北区","1"
"栖霞区","招商·花园城","1"
"金水区","新田360广场(郑州国贸店)","1"
"武侯区","成都高新区政务服务中心","1"
"江阳区","万象汇小屋(春景上路分店)","1"
"盘龙区","恒隆广场","1"
"郫都区","成都铁路工程学校","1"
"桥西区","海悦天地","1"
"汉台区","天汉大道","1"
"硚口区","硚口路","1"
"梓潼县","崇文门","1"
"朝阳区","林奥CITY PARK","1"
"邯山区","陵园路与黎明街交叉口","1"
"驿城区","甲鱼面馆(天龙步行街南街店)","1"
"拱墅区","大悦城","1"
"鹿城区","杨府山公园","1"
"锡山区","Livat荟聚","1"
"甘泉县","武汉百货","1"
"路凼填海区","金沙(公交站)","1"
"南海区","佛山保利MALL","1"
"天桥区","明湖西路","1"
"荔湾区","荔湾广场","1"
"拱墅区","杭州大厦","1"
"福田区","深圳购物公园","1"
"硚口区","恒隆广场","1"
"铁西区","华润·铁西万象汇购物中心","1"
"中西区","美国银行中心","1"
"路北区","唐山高新区管委会","1"
"静安区","兴业太古汇","1"
"市中区","融汇城","1"
"川汇区","五一路","1"
"龙华区","鸿荣源·壹成中心","1"
"李沧区","海底捞火锅(乐客城店)","1"
"天河区","天环Parc Central","1"
"天河区","金中环大厦","1"
"东丽区","SM天津滨海城市广场","1"
"沈河区","市府恒隆广场","1"
"蓬江区","堤西路","1"
"武侯区","天虹商场(奥克斯广场店)","1"
"钱塘区","杭州华联(龙湖·名景台南苑店)","1"
"云岩区","华为授权体验店(银海元隆店)","1"
"武侯区","成都银泰中心","1"
"越秀区","东山百货大楼","1"
"吴中区","东方之门","1"
"西乡塘区","相思湖购物公园","1"
"商南县","朝阳商业广场","1"
"宁都县","步步高","1"
"莲湖区","星巴克咖啡(西安大兴龙湖星悦荟店)","1"
"海淀区","西二旗","1"
"连江县","福建兴闽榕建筑工程有限公司","1"
"长乐区","宜家家具城","1"
"鼓楼区","金茂广场","1"
"鼓楼区","西郊商场(滨河路)(公交站)","1"
"九龙坡区","华润中心","1"
"余杭区","杭州西溪印象城","1"
"深州市","第三完全小学","1"
"南湖区","养馋记(文昌路菜场店)","1"
"兰山区","泰盛广场","1"
"泰山区","山东第一医科大学第二附属医院停车场(出入口)","1"
"鼓楼区","徐州苏宁广场","1"
"杜尔伯特蒙古族自治县","美立方","1"
"滨江区","海山公园","1"
"天河区","天河城","1"
"广阳区","运通家园","1"
"历城区","首创奥特莱斯","1"
"拱墅区","银泰百货(中大店)","1"
"立山区","中化石油胡家庙加油站","1"
"金水区","红旗路","1"
"市北区","青岛·卓悦里","1"
"潮安区","开濠花园路","1"
"二七区","万达广场商管部","1"
"惠城区","甲子路","1"
"历下区","百丽宫影城(济南恒隆广场店)","1"
"鱼峰区","东风商场","1"
"邯山区","邯山商场(公交站)","1"
"郫都区","万达广场(成都郫都店)","1"
"黄浦区","日月光","1"
"盘龙区","地下停车场","1"
"花王堂区","大炮台","1"
"青秀区","航洋国际购物中心","1"
"海珠区","扶光书店","1"
"闵行区","虹桥天地购物中心","1"
"惠东县","光长村党群服务中心","1"
"沙市区","江汉路","1"
"武侯区","武侯皮革城(鞋都南路)","1"
"芝罘区","芝罘金街(万达广场店)","1"
"上城区","浙江大学医学院附属第二医院(解放路院区)","1"
"临沭县","华南社区","1"
"观塘区","兴业中心","1"
"沈河区","沈阳(大南店)","1"
"福田区","世纪汇购物中心","1"
"红安县","红安名品广场(物资商业步行街店)","1"
"邗江区","RMALL生活广场(京华城2期店)","1"
"拱墅区","星巴克咖啡(杭州鸿锦大厦店)","1"
"中牟县","绿博园","1"
"枞阳县","长江路","1"
"金水区","ECCO郑州丹尼斯大卫城店","1"
"东阳市","东阳市人民医院","1"
"禅城区","印象城","1"
"郧阳区","朝阳路","1"
"滨江区","龙湖杭州滨江天街","1"
"小店区","王府井百货(太原店)","1"
"江汉区","新世界(万商白马服装交易中心市场店)","1"
"仙桃市","钱沟路","1"
"白云区","白云汇广场","1"
"海曙区","和义大道购物中心","1"
"海珠区","太古仓码头","1"
"齐河县","齐河德百(公交站)","1"
"天河区","女人花(万佳服装批发广场店)","1"
"兰山区","华丰国际商贸城","1"
"海淀区","领展购物广场·中关村","1"
"武侯区","新世纪环球购物中心","1"
"南山区","天虹(前海店)","1"
"渝北区","重庆汽博中心","1"
"拱墅区","银泰西选(中大店)","1"
"沅江市","好润佳(沅江店)","1"
"普陀区","绿洲湖畔花园","1"
"普宁市","体育西馆","1"
"徐汇区","星游城","1"
"闵行区","百联南方购物中心","1"
"沙河口区","大连中央大道吾悦广场","1"
"天河区","广州文和友(太古汇店)","1"
"张店区","芳草地别墅区","1"
"秦淮区","雨花客厅里的幸运草公寓(花露北岗分店)","1"
"路凼填海区","澳门四季酒店","1"
"长安区","北国商城站","1"
"浦东新区","世博源","1"
"红桥区","天津陆家嘴广场","1"
"洪山区","世界城光谷步行街","1"
"市北区","星巴克咖啡(青岛悦荟广场店)","1"
"福田区","中央花园","1"
"路北区","惠铖超市丨路北店","1"
"大祥区","双拥路","1"
"大堂区","新濠天地车(壹号湖畔店)","1"
"颍州区","六和源(上海大花园店)","1"
"雨花区","德思勤城市广场","1"
"市南区","青岛海信广场","1"
"义乌市","义乌站","1"
"兴宁区","万达商业广场(印象城店)","1"
"天河区","花城汇","1"
"西城区","西单大悦城","1"
"新密市","宜家家居(郑州商场)","1"
"宝山区","白玉兰广场","1"
"朝阳区","这有山","1"
"江北区","江北步行街","1"
"福田区","深业上城商场","1"
"市中区","中海·环宇城","1"
"福田区","深圳卓悦中心","1"
"郊区","万象国际","1"
"晋江市","万达广场","1"
"青浦区","庆华苑","1"
"秦淮区","南京新百","1"
"市中区","成龙影城(绿地店)","1"
"顺德区","贰捌商场","1"
"润州区","协信星光时代广场","1"
"万华区","西门町电影公园","1"
"郯城县","郯中商场","1"
"雁塔区","赛格国际购物中心","1"
"江宁区","21世纪国际公寓","1"
"黄埔区","大壮国际广场","1"
"宝安区","新天地购物广场(宝安大道)","1"
"洪山区","保利时代","1"
"花王堂区","澳门喜来登大酒店","1"
"海淀区","清河万象汇购物中心-LOUNGE","1"
"海棠区","cdf三亚国际免税城A区","1"
"蓬江区","万达广场(江门蓬江店)","1"
"天门市","惠安达物流","1"
"邓州市","文化路","1"
"岳塘区","步步高","1"
"吴中区","诚品书店(诚品生活)","1"
"南岸区","南岸区南坪(商圈)","1"
"泰山区","大润发","1"
"渭城区","王府井奥莱机场店","1"
"管城回族区","紫荆山","1"
"顺德区","容山商场(环镇路)","1"
"道外区","百盛A(3)座","1"
"市中区","欧亚大观","1"
"朝阳区","欧亚卖场","1"
"晋江市","泉州晋江SM国际广场","1"
"鼓楼区","延庆观","1"
"芦淞区","神农公园","1"
"迎泽区","立达国际商城(柳巷南路)","1"
"江南区","南宁国际商业贸易中心C区","1"
"怀宁县","金拱镇公墓","1"
"朝阳区","颐堤港","1"
"武侯区","成都来福士广场","1"
"江北区","凯德","1"
"琼海市","琼海(娅米美颜定妆馆)","1"
"相山区","万达广场","1"
"铁东区","新玛特购物广场(鞍山总店)","1"
"浑南区","沈阳盛京大奥莱","1"
"方城县","南阁村民委员会","1"
"大祥区","红旗路","1"
"新城区","丁香路","1"
"南开区","天津大悦城","1"
"静安区","1788广场","1"
"崇川区","南通万象城","1"
"鼓楼区","南京师范大学(随园校区)","1"
"蜀山区","砂之船(合肥)奥莱","1"
"蒲城县","联手商城","1"
"长清区","宾谷街","1"
"鄞州区","世纪东方广场","1"
"蜀山区","三里庵","1"
"花溪区","龙湾国际一期","1"
"丰泽区","丰泽东海街道","1"
"蜀山区","合肥体育中心","1"
"濉溪县","濉溪百货商场","1"
"田家庵区","新淮村(公交站)","1"
"崇川区","南通濠河风景名胜区","1"
"金水区","雀友麻将机专卖店(宝龙广场店)","1"
"江汉区","万达广场(菱角湖店)","1"
"浑南区","浑南区浑南新区","1"
"花王堂区","大三巴牌坊","1"
"海淀区","硅谷亮城","1"
"万柏林区","太原万象城","1"
"金牛区","旺泉街","1"
"渝北区","爱融荟城","1"
"闵行区","万象城","1"
"顺德区","容桂派出所","1"
"拱墅区","杭州大厦(公交站)","1"
"朝阳区","北京侨福芳草地购物中心","1"
"宝安区","西乡(地铁站)","1"
"金平区","金环路","1"
"颍泉区","阜阳·临沂商城","1"
"闽侯县","正荣·财富中心","1"
"新洲区","长丰路","1"
"祥符区","祥符路","1"
"增城区","顺德陈村佛具批发商行","1"
"桃城区","衡百国际","1"
"定远县","定城镇人民政府","1"
"天河区","体育西路","1"
"金湾区","华润万家","1"
"江阴市","袁家巷","1"
"河间市","团结公园","1"
"秦淮区","新街口","1"
"隆回县","隆回县九龙学校","1"
"宝塔区","中防万宝城(南门里店)","1"
"永定区","西溪坪","1"
"李沧区","青岛北方国贸大厦","1"
"东港区","青岛路","1"
"碑林区","太古里","1"
"崂山区","海尔路","1"
"上城区","杭州市江干区中医医院","1"
"海淀区","魏公村(地铁站)","1"
"闵行区","上海交通大学闵行校区","1"
"香洲区","拱北口岸","1"
"霞山区","鼎盛广场","1"
"松山区","鲁王路","1"
"峰峰矿区","滏阳东路","1"
"大观区","八佰伴(集贤南路)","1"
"红花岗区","万里路","1"
"西岗区","大连恒隆广场","1"
"邵阳县","邵阳九福老年公寓","1"
"宁海县","宁海县前童镇专职消防队","1"
"龙沙区","齐齐哈尔百货大楼","1"
"蒙山县","永安大桥","1"
"武陵区","柳泉路","1"
"诸城市","222省道与341国道交叉口","1"
"甘井子区","西岗市场(华西小区店)","1"
"涿州市","北京师范大学实验幼儿园","1"
"涪城区","圣水寺","1"
"龙海市","吉马购物桥口商场","1"
"雨湖区","湘潭市雨湖区人民政府","1"
"大兴区","移动综合楼","1"
"红花岗区","内沙路","1"
"晋江市","西宫(公交站)","1"
"市北区","杭州路海岸路(公交站)","1"
"市北区","宣化路与杭州路交叉口","1"
"钦北区","八寨沟旅游景区","1"
"历城区","零点立交南(公交站)","1"
"原州区","杨忠堡村村民委员会","1"
"沙坪坝区","沙坪坝站","1"
"遂平县","世泽路与灈阳大道交叉口","1"
"九原区","横竖街","1"
"大足区","时代广场","1"
"蜀山区","安医大二附院","1"
"钟祥市","田岗村委会","1"
"钟楼区","玉龙南路与龙城大道交叉口","1"
"青川县","茶树村村民委员会","1"
"蔡甸区","武汉国际体育文化休闲园","1"
"埇桥区","宿马园区","1"
"灵璧县","龙山创鑫广场","1"
"晋宁区","南门集贸市场","1"
"兰山区","涑河南路","1"
"双清区","仁信·半岛城","1"
"炎陵县","霞阳收费站(G1517莆炎高速出口)","1"
"历城区","济阳蔬菜","1"
